Fold,Image,GT_Class,GT_Box,Pred_Class,Pred_Box,IOU,Match,Class_Correct
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"1819.0,747.0,1940.0,863.0",0.0,"1821.9,747.2,1939.6,858.6",0.934,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"1326.0,541.0,1473.0,647.0",0.0,"1323.0,532.3,1467.3,652.3",0.836,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"1203.0,345.0,1339.0,475.0",0.0,"1195.3,342.4,1340.7,478.7",0.891,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"1052.0,578.0,1172.0,684.0",0.0,"1052.5,576.8,1175.9,684.6",0.949,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"1796.0,77.0,1938.0,184.0",0.0,"1802.6,81.6,1939.6,187.7",0.874,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"504.0,128.0,624.0,260.0",0.0,"504.8,131.9,634.2,267.8",0.841,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"1432.0,227.0,1586.0,352.0",0.0,"1434.4,221.0,1585.5,353.1",0.929,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"1432.0,70.0,1565.0,195.0",0.0,"1428.2,67.6,1564.4,195.7",0.944,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"247.0,220.0,392.0,321.0",0.0,"246.5,220.3,397.4,321.3",0.955,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"1426.0,682.0,1547.0,780.0",0.0,"1430.7,681.5,1553.7,785.2",0.862,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"1145.0,926.0,1248.0,1062.0",0.0,"1145.8,930.7,1247.4,1061.3",0.947,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,0,"1383.0,152.0,1528.0,281.0",0.0,"1387.5,153.2,1530.9,285.0",0.914,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1,"883.0,945.0,1039.0,1081.0",0.0,"884.6,946.1,1038.9,1083.7",0.962,Yes,No
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1,"1311.0,753.0,1465.0,886.0",1.0,"1314.7,753.1,1475.0,889.2",0.895,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1,"1584.0,1019.0,1728.0,1162.0",0.0,"1582.7,1018.7,1733.8,1164.1",0.937,Yes,No
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1,"546.0,632.0,702.0,776.0",1.0,"555.7,632.7,706.6,775.9",0.906,Yes,Yes
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1,"1281.0,86.0,1430.0,240.0",0.0,"1276.4,82.7,1437.4,236.3",0.885,Yes,No
3,da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1,"72.0,295.0,207.0,404.0",0.0,"67.5,290.9,202.5,402.8",0.894,Yes,No
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1801.0,955.0,1927.0,1087.0",0.0,"1802.0,952.7,1929.5,1090.3",0.934,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1770.0,721.0,1902.0,837.0",0.0,"1770.6,724.8,1904.4,840.2",0.922,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"176.0,970.0,309.0,1106.0",0.0,"177.8,968.7,312.6,1108.2",0.937,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1548.0,409.0,1686.0,544.0",0.0,"1547.6,409.0,1686.7,545.5",0.980,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"139.0,588.0,285.0,724.0",0.0,"142.0,584.5,289.1,726.2",0.915,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"392.0,471.0,518.0,611.0",0.0,"391.6,469.9,522.1,617.9",0.913,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1563.0,306.0,1721.0,431.0",0.0,"1563.0,304.0,1720.5,433.3",0.964,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1537.0,185.0,1664.0,299.0",0.0,"1529.2,177.2,1673.3,308.5",0.765,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1005.0,1183.0,1154.0,1317.0",0.0,"1006.9,1179.0,1156.6,1317.5",0.940,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"324.0,665.0,456.0,806.0",0.0,"329.8,663.7,461.0,808.0",0.901,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1572.0,59.0,1723.0,196.0",0.0,"1569.8,52.5,1727.1,200.5",0.889,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1667.0,604.0,1817.0,743.0",0.0,"1667.5,601.7,1818.6,744.6",0.959,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"200.0,709.0,348.0,848.0",0.0,"200.9,707.1,349.3,850.3",0.956,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1208.0,347.0,1350.0,487.0",0.0,"1209.3,345.4,1350.6,487.9",0.969,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"808.0,928.0,941.0,1088.0",0.0,"811.0,926.0,943.5,1093.7",0.916,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"801.0,426.0,953.0,570.0",0.0,"793.4,424.1,956.2,574.1",0.896,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"412.0,1102.0,542.0,1219.0",0.0,"404.7,1099.9,552.7,1220.6",0.852,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1375.0,814.0,1526.0,959.0",0.0,"1372.9,810.1,1532.2,963.9",0.893,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"619.0,1195.0,777.0,1348.0",0.0,"617.7,1191.7,783.5,1352.8",0.905,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1393.0,259.0,1543.0,411.0",0.0,"1390.6,256.9,1542.0,411.8",0.960,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"637.0,887.0,790.0,1014.0",0.0,"640.0,889.1,797.2,1016.7",0.903,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"799.0,595.0,951.0,729.0",0.0,"790.7,587.9,946.7,735.2",0.840,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"424.0,730.0,545.0,889.0",0.0,"425.1,737.0,562.4,890.8",0.823,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"1116.0,694.0,1261.0,825.0",0.0,"1099.8,689.4,1261.2,824.8",0.867,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"719.0,781.0,876.0,901.0",0.0,"713.3,776.6,879.3,904.7",0.887,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"505.0,776.0,641.0,912.0",0.0,"503.3,774.2,644.3,916.7",0.920,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"484.0,600.0,627.0,701.0",0.0,"480.1,586.1,621.8,715.1",0.740,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"713.0,509.0,859.0,633.0",0.0,"711.4,507.1,867.2,645.9",0.837,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,1,"638.0,393.0,796.0,549.0",0.0,"630.8,390.0,801.5,564.4",0.828,Yes,No
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,1,"506.0,412.0,635.0,615.0",0.0,"500.2,409.3,641.1,612.7",0.895,Yes,No
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"541.0,676.0,697.0,818.0",0.0,"542.0,678.7,685.8,794.9",0.754,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"719.0,635.0,867.0,791.0",,,,No,No
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"586.0,787.0,731.0,953.0",0.0,"587.0,784.0,739.2,952.3",0.920,Yes,Yes
3,dea9006d-c360-4118-b77b-8bc959fa5f8a.jpg,0,"617.0,553.0,742.0,695.0",,,,No,No
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1644.0,326.0,1775.0,447.0",0.0,"1646.9,324.0,1777.3,446.4",0.942,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1672.0,810.0,1814.0,934.0",0.0,"1677.2,809.2,1813.2,933.3",0.947,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1389.0,186.0,1518.0,293.0",0.0,"1397.4,184.7,1526.5,306.2",0.778,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"142.0,306.0,288.0,432.0",0.0,"142.7,304.6,286.9,430.9",0.969,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"563.0,168.0,695.0,289.0",0.0,"559.8,163.9,700.3,299.2",0.840,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1032.0,254.0,1175.0,369.0",0.0,"1034.3,251.1,1174.5,370.8",0.943,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1318.0,949.0,1461.0,1084.0",0.0,"1319.9,945.5,1464.5,1083.9",0.938,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"838.0,251.0,986.0,374.0",0.0,"839.4,248.8,986.9,374.7",0.962,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"88.0,461.0,230.0,590.0",0.0,"89.8,460.7,226.8,589.1",0.956,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"329.0,881.0,464.0,1003.0",0.0,"330.9,881.7,462.5,1002.8",0.968,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1274.0,576.0,1410.0,724.0",0.0,"1277.1,576.3,1411.9,722.1",0.950,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"387.0,1092.0,521.0,1212.0",0.0,"383.4,1090.8,518.7,1219.8",0.891,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1787.0,404.0,1928.0,508.0",0.0,"1785.8,389.7,1930.4,511.6",0.832,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"49.0,894.0,190.0,1024.0",0.0,"53.3,894.1,190.5,1026.2",0.949,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1205.0,901.0,1341.0,1042.0",0.0,"1205.8,900.8,1339.9,1043.7",0.973,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"810.0,34.0,956.0,170.0",0.0,"814.4,31.5,956.2,169.0",0.944,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"220.0,52.0,360.0,186.0",0.0,"219.3,47.7,364.0,190.3",0.909,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"962.0,710.0,1099.0,844.0",0.0,"964.8,708.6,1103.7,843.2",0.933,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1238.0,713.0,1364.0,858.0",0.0,"1233.7,718.0,1371.2,861.1",0.869,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"72.0,793.0,225.0,923.0",0.0,"74.6,791.2,224.2,918.7",0.932,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1710.0,1162.0,1850.0,1292.0",0.0,"1713.0,1165.9,1848.9,1294.1",0.927,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"714.0,989.0,854.0,1123.0",0.0,"716.4,988.1,853.1,1121.5",0.960,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"664.0,1193.0,789.0,1332.0",0.0,"669.1,1191.9,789.1,1327.4",0.919,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"912.0,1071.0,1064.0,1194.0",0.0,"912.8,1072.2,1063.8,1197.4",0.957,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"583.0,1043.0,725.0,1180.0",0.0,"586.5,1042.3,724.1,1179.9",0.964,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1711.0,521.0,1859.0,649.0",0.0,"1714.4,521.6,1860.1,651.2",0.949,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1048.0,833.0,1208.0,963.0",0.0,"1054.0,831.7,1205.9,963.5",0.937,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"778.0,812.0,911.0,949.0",0.0,"778.7,809.8,912.7,947.9",0.959,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"906.0,773.0,1019.0,938.0",0.0,"908.7,765.5,1023.3,931.5",0.866,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"572.0,287.0,726.0,405.0",0.0,"569.9,282.5,723.1,405.5",0.930,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1261.0,295.0,1405.0,442.0",0.0,"1262.8,292.8,1409.5,444.2",0.930,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"159.0,697.0,314.0,839.0",0.0,"161.4,696.0,312.8,839.9",0.964,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1370.0,1124.0,1514.0,1260.0",0.0,"1371.0,1124.5,1517.8,1261.4",0.954,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"653.0,868.0,810.0,1000.0",0.0,"653.0,864.9,813.6,1001.8",0.942,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"610.0,394.0,741.0,516.0",0.0,"608.8,388.9,742.1,516.0",0.944,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"709.0,692.0,848.0,838.0",0.0,"707.8,694.8,850.4,839.5",0.946,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"825.0,362.0,981.0,498.0",0.0,"830.2,358.8,980.4,494.7",0.919,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"185.0,156.0,330.0,272.0",0.0,"184.8,147.7,330.8,275.9",0.899,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"454.0,241.0,578.0,388.0",0.0,"456.7,236.5,578.6,392.6",0.918,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1170.0,380.0,1312.0,519.0",0.0,"1170.8,383.3,1313.9,519.2",0.957,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1114.0,466.0,1236.0,609.0",0.0,"1115.8,472.9,1234.1,607.8",0.914,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1279.0,447.0,1397.0,568.0",0.0,"1275.1,437.6,1406.3,572.2",0.808,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1384.0,457.0,1524.0,573.0",0.0,"1383.2,448.0,1528.4,575.2",0.878,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"733.0,567.0,857.0,697.0",0.0,"729.2,568.3,865.3,706.1",0.844,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"655.0,486.0,792.0,596.0",0.0,"651.7,486.0,792.6,601.7",0.924,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1392.0,565.0,1535.0,697.0",0.0,"1389.4,564.1,1537.5,698.4",0.949,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"273.0,772.0,438.0,904.0",0.0,"269.4,769.7,435.3,907.9",0.920,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1210.0,1088.0,1339.0,1236.0",0.0,"1211.5,1085.7,1342.4,1233.4",0.932,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1516.0,271.0,1653.0,402.0",0.0,"1512.8,270.5,1654.6,404.2",0.946,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1199.0,667.0,1310.0,781.0",0.0,"1199.6,663.6,1327.1,774.0",0.792,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1531.0,708.0,1669.0,840.0",0.0,"1531.7,709.9,1671.2,842.1",0.950,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1503.0,439.0,1644.0,575.0",0.0,"1504.7,438.4,1651.7,578.0",0.913,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1640.0,70.0,1789.0,211.0",0.0,"1642.2,68.5,1789.8,212.3",0.962,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"586.0,678.0,774.0,815.0",0.0,"590.4,683.0,765.0,816.0",0.889,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1387.0,303.0,1523.0,467.0",0.0,"1383.4,303.8,1522.4,464.8",0.953,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1541.0,613.0,1723.0,731.0",0.0,"1545.5,607.2,1726.3,736.8",0.874,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"834.0,502.0,982.0,639.0",0.0,"836.6,501.0,983.3,641.9",0.947,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"611.0,582.0,745.0,717.0",0.0,"607.8,577.5,757.8,725.7",0.814,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"604.0,815.0,746.0,910.0",0.0,"600.9,797.5,751.6,916.9",0.749,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"320.0,192.0,500.0,299.0",0.0,"321.8,181.9,503.2,284.5",0.771,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"267.0,262.0,420.0,408.0",0.0,"270.0,262.3,416.5,406.6",0.946,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1798.0,911.0,1928.0,1035.0",0.0,"1798.9,903.3,1944.0,1068.6",0.665,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1315.0,1074.0,1461.0,1203.0",0.0,"1301.3,1063.1,1459.4,1207.7",0.807,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1051.0,350.0,1194.0,491.0",0.0,"1050.5,348.3,1196.3,494.3",0.947,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"355.0,254.0,477.0,375.0",0.0,"337.6,252.1,476.0,381.3",0.813,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1344.0,682.0,1494.0,812.0",0.0,"1346.3,681.9,1489.5,818.7",0.910,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,1,"458.0,373.0,613.0,522.0",0.0,"458.4,370.5,615.3,519.8",0.953,Yes,No
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,1,"838.0,631.0,1001.0,787.0",1.0,"833.4,629.7,1004.9,786.8",0.941,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"1647.0,1113.0,1821.0,1215.0",0.0,"1643.3,1105.7,1822.5,1217.2",0.888,Yes,Yes
3,deab75c9-00bc-488c-8b20-ff4515d85212.jpg,0,"351.0,57.0,508.0,199.0",0.0,"352.3,53.5,510.1,198.7",0.953,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1103.0,666.0,1231.0,792.0",0.0,"1108.3,667.2,1230.6,792.9",0.940,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1006.0,780.0,1145.0,911.0",0.0,"1007.9,778.4,1145.6,910.9",0.970,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"681.0,862.0,808.0,968.0",0.0,"678.3,856.7,813.5,982.4",0.792,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1347.0,918.0,1473.0,1028.0",0.0,"1349.5,916.4,1475.7,1025.6",0.926,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"509.0,1176.0,623.0,1295.0",0.0,"508.8,1174.6,621.1,1297.5",0.951,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"668.0,700.0,818.0,834.0",0.0,"669.7,698.7,818.0,833.1",0.973,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1723.0,740.0,1866.0,874.0",0.0,"1725.2,736.5,1867.0,874.5",0.949,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"378.0,997.0,524.0,1125.0",0.0,"378.6,996.1,525.1,1124.0",0.974,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1722.0,983.0,1868.0,1107.0",0.0,"1725.6,984.3,1868.7,1106.0",0.953,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1512.0,618.0,1654.0,756.0",0.0,"1513.1,613.5,1655.0,753.4",0.936,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"643.0,553.0,788.0,686.0",0.0,"646.1,556.1,786.5,684.9",0.937,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"526.0,495.0,664.0,629.0",0.0,"523.5,492.1,663.3,628.3",0.952,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"794.0,968.0,927.0,1080.0",0.0,"792.8,957.6,923.6,1083.5",0.862,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"822.0,769.0,970.0,907.0",0.0,"824.6,768.3,969.2,908.2",0.964,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"87.0,294.0,237.0,448.0",0.0,"87.7,291.6,233.8,447.5",0.956,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"941.0,1097.0,1053.0,1208.0",0.0,"942.4,1095.8,1062.4,1212.1",0.869,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"228.0,465.0,371.0,609.0",0.0,"226.7,460.4,373.6,608.6",0.941,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1418.0,1035.0,1516.0,1136.0",0.0,"1416.9,1030.8,1519.2,1135.4",0.914,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"344.0,551.0,486.0,685.0",0.0,"348.0,551.3,486.9,677.5",0.910,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"565.0,630.0,693.0,771.0",0.0,"566.0,629.6,697.3,772.5",0.947,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"363.0,480.0,511.0,613.0",0.0,"365.4,479.3,510.9,616.7",0.952,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1201.0,363.0,1330.0,520.0",0.0,"1190.4,359.4,1332.8,519.2",0.881,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"34.0,445.0,160.0,564.0",0.0,"42.6,443.1,160.7,555.3",0.847,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1347.0,591.0,1480.0,711.0",0.0,"1349.0,595.4,1482.6,711.3",0.929,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"9.0,539.0,146.0,663.0",0.0,"6.8,543.9,144.8,662.8",0.936,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1596.0,527.0,1742.0,669.0",0.0,"1595.5,526.2,1742.9,670.8",0.973,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1578.0,804.0,1712.0,945.0",0.0,"1580.0,801.9,1712.6,947.5",0.950,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1309.0,371.0,1438.0,531.0",0.0,"1309.1,362.7,1436.6,525.1",0.905,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"135.0,583.0,245.0,682.0",0.0,"132.0,575.6,253.2,679.2",0.824,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"182.0,713.0,293.0,802.0",0.0,"182.9,706.4,287.9,804.0",0.867,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"237.0,597.0,358.0,701.0",0.0,"242.5,589.7,364.4,711.6",0.779,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"957.0,259.0,1098.0,380.0",0.0,"954.1,255.0,1098.4,386.2",0.901,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"578.0,1117.0,684.0,1199.0",0.0,"580.2,1112.2,682.5,1199.2",0.911,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"993.0,457.0,1132.0,597.0",0.0,"992.7,449.3,1136.1,597.5",0.916,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"680.0,430.0,807.0,574.0",0.0,"677.9,428.9,811.2,576.8",0.927,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"505.0,168.0,645.0,312.0",0.0,"508.3,161.7,642.7,313.9",0.910,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"1546.0,757.0,1670.0,877.0",0.0,"1552.5,753.3,1665.4,872.0",0.849,Yes,Yes
3,df4fd610-fa16-45ca-b3a3-a25a14e5c4e9.jpg,0,"336.0,313.0,469.0,469.0",0.0,"337.0,321.3,474.6,472.7",0.883,Yes,Yes
